State,No Of Vacancies,Total Formal Papers,Quota,Count,Ballot Position,Ticket,Surname,GivenNm,Papers,VoteTransferred,ProgressiveVoteTotal,Transfer Value,Status,Changed,Order Elected,Comment
TAS,6,336953,48137,130,72, V,CRAMP,Nick,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,73, V,NGAWHARE,Mihi,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,74, W,BEST,Ian Frederick,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,75, W,PHIBBS,John,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,76,UG,ROBERTS,Andrew,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,1001, ,Exhausted,,0,0,71,0.611026714288023000000000000,,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,1002, ,Gain/Loss,,0,1,89,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,131,23, A,ARNOL,Cheryl,0,0,0,0.000000000000000000000000000,Excluded,,0,""
TAS,6,336953,48137,131,24, A,GARTH,Debra,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,25, B,MEAD,Clinton,0,0,11122,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,26, B,LLOYD,Katrina,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,27, C,BROWN,Carol,0,0,48137,0.000000000000000000000000000,Elected,,2,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,28, C,BILYK,Catryna,0,0,48137,0.000000000000000000000000000,Elected,,4,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,29, C,THORP,Lin,1,0,14518,0.546843522301508000000000000,,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,30, C,DOWLING,John,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,31, D,LAMONT,Philip Murray,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
